,sim,case,loss,accracy
1,0.0,0.0,0.22217372629062465,0.8769
2,0.0,1.0,0.25697309706565485,0.8396
3,0.0,2.0,0.25757999657685865,0.8389
4,0.0,3.0,0.2573382711445301,0.8396
