num,method,case,node1,node2,node3,node4,node5
1,Js,case1,0.00022409404233238766,0.00019477561311223452,0.0001812763743562912,8.217373064172705e-05,0.00017083798867608533
1,Js,case2,0.24336491901842608,0.2512187533234373,0.32443833017872936,0.32451900912899595,0.3247808077994978
1,Js,case3,0.407979208846361,0.6082491876433577,0.3955799656108215,0.40120892995178953,0.6097198788697388
1,Js,case4,0.46144287104254667,0.4039173820206361,0.45417825930332145,0.20463176996127516,0.6097198788697388
1,Js,case5,0.6255336989484396,0.4336034468938887,0.8098631507134775,1.1424775914621284,0.44831150686372717
