num,method,casetype,distance
1,Kl,case1,0.0023627017364852023
1,Kl,case2,3.7830550187882057
1,Kl,case3,6.310020419637148
1,Kl,case4,5.2810751545197565
1,Kl,case5,8.474733072007172
