num,method,case,node1,node2,node3,node4,node5
1,Euc,case1,15200.098420733992,15201.127721323835,15200.257695183987,15201.557814908312,15202.435331222428
1,Euc,case2,14380.390328499432,14645.451683031151,16828.887604354604,16840.5370757586,16854.727645381874
1,Euc,case3,15545.206881865548,17651.380342624765,15249.102563757646,15412.481695041846,17680.40661297132
1,Euc,case4,17536.435812330852,15528.359346692103,17547.861322679753,12533.673842892194,17680.40661297132
1,Euc,case5,18742.130721985694,14407.446755063855,17185.193161556257,18933.602536231716,14737.018592646207
