case,method,n_nodes,total_time,minibatch,iter_times,tau,loss,accuracy
1,fedjs,5,10,3,43,5,2.2367850708073246e+74,0.8168
1,fedjs,5,10,3,33,10,8.939313831630292e+55,0.82655
1,fedjs,5,10,3,29,15,3.6505651865185894e+48,0.8390833333333333
1,fedjs,5,10,3,26,20,1.0029946388985743e+43,0.84425
1,fedjs,5,10,3,23,25,2.877456448886992e+37,0.8467833333333333
1,fedjs,5,10,3,22,30,3.731740861414143e+35,0.8509833333333333
1,fedjs,5,10,3,20,35,7.536403570345898e+31,0.8531833333333333
1,fedjs,5,10,3,19,40,1.0284883158182223e+30,0.8557166666666667
1,fedjs,5,10,3,18,45,1.4038624716182902e+28,0.8566333333333334
1,fedjs,5,10,3,16,50,3.090650038600005e+24,0.8568833333333333
1,fedjs,5,10,3,15,55,4.433630257106043e+22,0.8577
1,fedjs,5,10,3,14,60,6.54969115794197e+20,0.8575833333333334
1,fedjs,5,10,3,14,65,6.032112346453277e+20,0.8589666666666667
1,fedjs,5,10,3,13,70,9.110692055623173e+18,0.8592666666666666
1,fedjs,5,10,3,12,75,1.4030829014117971e+17,0.8596833333333334
1,fedjs,5,10,3,12,80,1.2874548820868422e+17,0.8598666666666667
1,fedjs,5,10,3,11,85,2055138804937617.5,0.8601333333333333
1,fedjs,5,10,3,11,90,1916416742692111.5,0.86145
1,fedjs,5,10,3,10,95,31514343886100.62,0.8601
1,fedjs,5,10,3,10,100,29559565817306.04,0.8616166666666667
1,fedjs,5,10,3,10,105,27795018657255.047,0.8611
1,fedjs,5,10,3,10,110,25898987245357.95,0.8624833333333334
1,fedjs,5,10,3,9,115,448816719163.6407,0.8617833333333333
1,fedjs,5,10,3,9,120,422901963534.188,0.8624333333333334
1,fedjs,5,10,3,9,125,404017261488.3978,0.8626333333333334
1,fedjs,5,10,3,8,130,7358362680.18135,0.86245
1,fedjs,5,10,3,8,135,7047277455.078955,0.86225
1,fedjs,5,10,3,8,140,6731288871.112453,0.8631666666666666
1,fedjs,5,10,3,8,145,6356883158.431926,0.8637666666666667
1,fedjs,5,10,3,7,150,122115306.70127177,0.8639
1,fedjs,5,10,3,7,155,118220605.41226973,0.8633833333333333
1,fedjs,5,10,3,7,160,113255706.23837519,0.8641166666666666
1,fedjs,5,10,3,7,165,109523687.9333339,0.8641666666666666
1,fedjs,5,10,3,7,170,104908967.6789015,0.8646833333333334
1,fedjs,5,10,3,7,175,100182242.34150958,0.8651333333333333
1,fedjs,5,10,3,7,180,95972087.9035008,0.8654833333333334
1,fedjs,5,10,3,6,185,2010572.0602414599,0.86415
1,fedjs,5,10,3,6,190,1948859.473514397,0.86425
1,fedjs,5,10,3,6,195,1874857.5911371675,0.8645833333333334
1,fedjs,5,10,3,6,200,1817419.4149377188,0.86475
1,fedjs,5,10,3,6,205,1748191.4063818306,0.8657166666666667
1,fedjs,5,10,3,6,210,1691799.7686942643,0.8659333333333333
1,fedjs,5,10,3,6,215,1637480.8022672392,0.8659833333333333
1,fedjs,5,10,3,6,220,1586616.9158585942,0.8661333333333333
1,fedjs,5,10,3,6,225,1529813.079432406,0.8667
1,fedjs,5,10,3,6,230,1480148.093496445,0.8671
1,fedjs,5,10,3,5,235,35195.12886235125,0.8646333333333334
1,fedjs,5,10,3,5,240,34284.42600647979,0.8652166666666666
1,fedjs,5,10,3,5,245,33428.84026424453,0.8655333333333334
1,fedjs,5,10,3,5,250,32835.90871188957,0.8648
1,fedjs,5,10,3,5,255,31779.47470881944,0.8659
1,fedjs,5,10,3,5,260,30985.15587334028,0.8660666666666667
1,fedjs,5,10,3,5,265,30315.50552764717,0.8662166666666666
1,fedjs,5,10,3,5,270,29503.689865917906,0.86625
1,fedjs,5,10,3,5,275,28743.265196920114,0.8661166666666666
1,fedjs,5,10,3,5,280,28107.50269960638,0.86585
1,fedjs,5,10,3,5,285,27441.047067595682,0.8663166666666666
1,fedjs,5,10,3,5,290,26798.793838084,0.8662166666666666
1,fedjs,5,10,3,5,295,26107.14252687192,0.86675
1,fedjs,5,10,3,5,300,25405.839677166026,0.86705
1,fedjs,5,10,3,5,305,24821.668243180553,0.8667333333333334
1,fedjs,5,10,3,5,310,24229.93288159434,0.8665666666666667
1,fedjs,5,10,3,4,315,702.6736014538308,0.8644833333333334
1,fedjs,5,10,3,4,320,685.0742032123244,0.8652166666666666
1,fedjs,5,10,3,4,325,674.8959667346835,0.8651
1,fedjs,5,10,3,4,330,664.8348845057055,0.8653166666666666
1,fedjs,5,10,3,4,335,654.1554314026741,0.8652166666666666
1,fedjs,5,10,3,4,340,641.8977673798179,0.8659833333333333
