case,method,n_nodes,total_time,minibatch,iter_times,tau,loss,accuracy
1,feddis,5,10,3,35,5,3.1392271282218555e+28,0.8347
1,feddis,5,10,3,30,10,1.0073649668885037e+24,0.8401
1,feddis,5,10,3,26,15,2.1525456552974864e+20,0.8418
1,feddis,5,10,3,24,20,3.1145102688052306e+18,0.845
1,feddis,5,10,3,22,25,4.308306913051202e+16,0.8457
1,feddis,5,10,3,20,30,605472812203092.4,0.8451
1,feddis,5,10,3,19,35,70360216480096.81,0.8464
1,feddis,5,10,3,18,40,8179899882983.105,0.8456
1,feddis,5,10,3,17,45,952272542381.7058,0.8453
1,feddis,5,10,3,15,50,14025755157.210638,0.8454
1,feddis,5,10,3,15,55,13538126174.492203,0.845
1,feddis,5,10,3,14,60,1640561598.1625104,0.8451
1,feddis,5,10,3,13,65,200636003.0467885,0.8453
1,feddis,5,10,3,13,70,191777452.682626,0.8458
1,feddis,5,10,3,12,75,23756438.980879627,0.8454
1,feddis,5,10,3,11,80,2988398.6572905676,0.8455
1,feddis,5,10,3,11,85,2876311.400904147,0.8463
1,feddis,5,10,3,11,90,2753320.1005243775,0.8457
1,feddis,5,10,3,10,95,357343.48977264506,0.845
1,feddis,5,10,3,10,100,343606.42570476414,0.8456
1,feddis,5,10,3,9,105,45684.44139393893,0.8443
1,feddis,5,10,3,9,110,44515.249654516694,0.8451
1,feddis,5,10,3,9,115,43107.338642501534,0.8463
1,feddis,5,10,3,9,120,41859.76008520908,0.8462
1,feddis,5,10,3,8,125,5798.139233910687,0.8443
1,feddis,5,10,3,8,130,5620.613957758336,0.8456
1,feddis,5,10,3,8,135,5490.869571716567,0.8449
1,feddis,5,10,3,8,140,5304.045588739447,0.8455
1,feddis,5,10,3,8,145,5148.60221717719,0.8448
1,feddis,5,10,3,7,150,752.2183025584359,0.8449
1,feddis,5,10,3,7,155,736.0130523892913,0.8447
1,feddis,5,10,3,7,160,720.1772473941182,0.8449
1,feddis,5,10,3,7,165,701.3602704396305,0.845
1,feddis,5,10,3,7,170,682.5055732887115,0.8441
1,feddis,5,10,3,7,175,666.4477361291632,0.8445
1,feddis,5,10,3,6,180,103.94582380736182,0.8428
1,feddis,5,10,3,6,185,102.46672588625341,0.8432
1,feddis,5,10,3,6,190,101.18889855868346,0.8426
1,feddis,5,10,3,6,195,99.4677592067545,0.8425
1,feddis,5,10,3,6,200,97.30267494728704,0.8421
1,feddis,5,10,3,6,205,95.46534968511725,0.8424
1,feddis,5,10,3,6,210,93.46807579542826,0.8423
1,feddis,5,10,3,6,215,91.80566704026315,0.8417
1,feddis,5,10,3,6,220,90.12841343928605,0.8414
1,feddis,5,10,3,6,225,88.38667319282524,0.8416
1,feddis,5,10,3,5,230,15.686396679046748,0.8414
1,feddis,5,10,3,5,235,15.624039298087457,0.8405
1,feddis,5,10,3,5,240,15.369652985466022,0.8405
1,feddis,5,10,3,5,245,15.156658187222709,0.8408
1,feddis,5,10,3,5,250,15.064345896703188,0.8406
1,feddis,5,10,3,5,255,14.752276572901206,0.8405
1,feddis,5,10,3,5,260,14.673109342229626,0.8407
1,feddis,5,10,3,5,265,14.392124042274009,0.8405
1,feddis,5,10,3,5,270,14.348422797375623,0.8404
