3,case5,2,1.0005111907668869,3.015880920661312,0.0,0.9767203198195841,1.5326235437248736
4,case5,3,2.450562770173371,1.1043075882745739,0.9767203198195841,0.0,1.0349334026363652
5,case5,4,2.956465498086324,1.000183273252378,1.5326235437248736,1.0349334026363652,0.0
1,case1,0,0.0,0.00018024626272012827,0.00044495852430275406,0.0003493170327710785,0.00039353256733644577
2,case1,1,0.00018024626272012827,0.0,0.0004090990882439358,0.00022903239987838328,0.000447996494878586
3,case1,2,0.00044495852430275406,0.0004090990882439358,0.0,0.00016027628848789635,0.0002022014382618028
4,case1,3,0.0003493170327710785,0.00022903239987838328,0.00016027628848789635,0.0,0.00013624884442889687
5,case1,4,0.00039353256733644577,0.000447996494878586,0.0002022014382618028,0.00013624884442889687,0.0
1,case2,0,0.0,0.6277851544615314,0.49107933715182944,0.4915389869532011,0.49222436232121336
2,case2,1,0.6277851544615314,0.0,0.47438271039099944,0.4747066569393633,0.4754489755427901
3,case2,2,0.49107933715182944,0.47438271039099944,0.0,0.00024455754769632087,0.00018903525110984987
4,case2,3,0.4915389869532011,0.4747066569393633,0.00024455754769632087,0.0,0.00014554783819855773
5,case2,4,0.49222436232121336,0.4754489755427901,0.00018903525110984987,0.00014554783819855773,0.0
1,case1,0,0.0,0.00018024626272012827,0.00044495852430275406,0.0003493170327710785,0.00039353256733644577
2,case1,1,0.00018024626272012827,0.0,0.0004090990882439358,0.00022903239987838328,0.000447996494878586
3,case1,2,0.00044495852430275406,0.0004090990882439358,0.0,0.00016027628848789635,0.0002022014382618028
4,case1,3,0.0003493170327710785,0.00022903239987838328,0.00016027628848789635,0.0,0.00013624884442889687
5,case1,4,0.00039353256733644577,0.000447996494878586,0.0002022014382618028,0.00013624884442889687,0.0
1,case2,0,0.0,0.6277851544615314,0.49107933715182944,0.4915389869532011,0.49222436232121336
2,case2,1,0.6277851544615314,0.0,0.47438271039099944,0.4747066569393633,0.4754489755427901
3,case2,2,0.49107933715182944,0.47438271039099944,0.0,0.00024455754769632087,0.00018903525110984987
4,case2,3,0.4915389869532011,0.4747066569393633,0.00024455754769632087,0.0,0.00014554783819855773
5,case2,4,0.49222436232121336,0.4754489755427901,0.00018903525110984987,0.00014554783819855773,0.0
1,case3,0,0.0,0.6289317667677852,0.72709088309838,0.7211357303176167,0.6323447807326434
2,case3,1,0.6289317667677852,0.0,0.6592742284948102,0.639714036394715,0.00032094964862116904
3,case3,2,0.72709088309838,0.6592742284948102,0.0,0.7294455581140874,0.6625351299318349
4,case3,3,0.7211357303176167,0.639714036394715,0.7294455581140874,0.0,0.6429886598264147
5,case3,4,0.6323447807326434,0.00032094964862116904,0.6625351299318349,0.6429886598264147,0.0
1,case4,0,0.0,0.41205978185013264,0.08123327874581641,0.9532640325558897,0.041137736959862885
2,case4,1,0.41205978185013264,0.0,0.6255005520017384,0.8359481677368247,0.6154939106934919
3,case4,2,0.08123327874581641,0.6255005520017384,0.0,0.7434288883416084,0.04268105346009368
4,case4,3,0.9532640325558897,0.8359481677368247,0.7434288883416084,0.0,0.9576787224186836
5,case4,4,0.041137736959862885,0.6154939106934919,0.04268105346009368,0.9576787224186836,0.0
1,case5,0,0.0,0.00019618602425858879,2.0170360449540987,1.2990895926620598,2.488987266827388
2,case5,1,0.00019618602425858879,0.0,1.0961052748279085,3.4260922966879863,1.0000434620567993
3,case5,2,2.0170360449540987,1.0961052748279085,0.0,2.9073243097709267,1.0377076401582908
4,case5,3,1.2990895926620598,3.4260922966879863,2.9073243097709267,0.0,0.4852993064041838
5,case5,4,2.488987266827388,1.0000434620567993,1.0377076401582908,0.4852993064041838,0.0
